subject,total_questions,correct,wrong,study_time,difficulty,current_net,target_net,predicted_net
curriculum studies,49,47,2,186,0.9462551615567196,46.5,61.72586793328696,52.003245095491145
cosmology,39,28,11,55,1.2367025155748514,25.25,38.981936571494565,26.204123785495472
graphic design,43,37,6,139,0.5464663723875939,35.5,55.02245836544369,40.3737109797466
analytical chemistry,22,16,6,230,1.2418320954453521,14.5,25.064384193644045,24.09364634445728
communication,27,5,22,170,0.9960584122156756,-0.5,18.718097199457436,3.7789965881338827
networking,47,14,33,132,1.2669011244373598,5.75,13.97806536094401,9.404447085747346
urban planning,10,5,5,103,1.3319208016409867,3.75,20.705686776171525,4.748396455623082
media studies,29,17,12,225,1.0546457514222423,14.0,27.704998551914475,23.598165559958755
international relations,21,13,8,93,1.2178021100137606,11.0,17.78256697733063,10.373284849423566
game development,15,11,4,110,0.7337966678991655,10.0,15.805171777820368,11.38989528201035
software engineering,40,17,23,143,0.7564951871692971,11.25,22.376765250231607,18.187196695254144
curriculum studies,21,12,9,229,1.0211593822892309,9.75,23.655511321934657,17.050568595691892
analytical chemistry,28,7,21,113,1.3625229317090604,1.75,11.402639244242897,4.919866704919507
law,49,39,10,206,0.8457233751803771,36.5,45.44970982587934,44.22768645395589
veterinary science,29,20,9,94,1.19364131305679,17.75,36.858953294955015,19.773304908557655
fashion design,36,10,26,78,0.7348020612873645,3.5,15.597553507736585,5.826567509283534
nutrition,17,6,11,194,1.124998844416123,3.25,21.01641114948168,9.914528887114214
nanotechnology,24,2,22,202,1.4033196346858698,-3.5,6.07884048838897,8.636291965364343
theater,17,17,0,55,0.8887285538667127,17.0,22.728423874845326,16.656014411735363
astrophysics,46,43,3,75,1.4257919710626177,42.25,49.34672277281612,42.59499017434472
genetics,13,7,6,115,0.6632529530569272,5.5,19.355583781694953,9.473924563089877
pharmacology,19,17,2,58,1.134563083356262,16.5,33.73110492893757,18.98798643423352
architecture,42,42,0,62,0.5971608343959268,42.0,54.45769887872352,44.88086472593876
industrial design,26,8,18,45,0.9988073746754462,3.5,12.939550672521843,1.618034287184682
curriculum studies,33,1,32,85,1.4543711718429135,-7.0,9.122982299324363,0.0
cosmology,39,6,33,162,1.1476437495550444,-2.25,10.31121535814346,0.4525785519499248
pedagogy,31,7,24,25,0.6448188056411694,1.0,6.003817721100648,2.8873892321819183
operating systems,36,4,32,20,0.5375925434610617,-4.0,2.1057357910680192,0.0
networking,16,7,9,29,0.9053249527433008,4.75,15.571380971385736,5.464788907147974
music history,43,39,4,205,1.4827802865712703,38.0,46.21097367149304,47.46342226031337
translation studies,46,22,24,178,1.428108830449386,16.0,22.625257587973458,19.449100119705033
electromagnetism,19,11,8,146,1.2501737680860916,9.0,14.416913752766106,13.825013228808004
nutrition,43,14,29,133,0.9899162564793149,6.75,15.260936623667341,9.833113858669611
trigonometry,42,27,15,68,1.254995597869386,23.25,35.73402186204453,21.914733959114294
journalism,46,19,27,27,1.2593133596498693,12.25,27.614504032514887,10.151166235916358
networking,47,39,8,196,0.7203845437902667,37.0,51.48391694517709,48.5527987018947
data science,32,32,0,117,1.2632362398899137,32.0,48.339688319854886,35.26794790035183
discrete math,24,6,18,118,1.0401294005207236,1.5,18.77308159846636,2.5230914720168798
instructional design,20,7,13,167,0.7009273511806112,3.75,14.313807413277225,11.004888775017452
health science,30,15,15,130,1.4382091713326313,11.25,30.21923976770178,15.151626555846157
music theory,18,5,13,89,1.3983869126909574,1.75,13.079380658612477,5.141429695715087
materials science,47,42,5,55,1.4240458901192157,40.75,52.877791649858324,41.39786226166405
web development,14,9,5,62,1.2790881727453707,7.75,13.529305180611177,6.451420557954144
calculus,35,2,33,161,1.1380503470095795,-6.25,5.492987119471557,0.0
inorganic chemistry,16,13,3,188,1.0390334278238977,12.25,17.567131542628243,21.459196087854814
artificial intelligence,26,4,22,193,1.2914202648058761,-1.5,8.18774123065558,1.6272912765959293
literature,22,4,18,24,0.6857294910597159,-0.5,6.385466980322661,0.9209082578408255
pharmacology,40,35,5,117,0.6981281442684054,33.75,46.60910510467201,39.541862741674784
math,29,22,7,211,1.3755397368043267,20.25,29.612879151204115,30.34546954762337
compiler design,40,17,23,232,1.3112494309165452,11.25,25.025279041341335,20.129964131086435
evolution,20,13,7,151,1.344293789754275,11.25,30.727271560120194,16.239300255258357
meteorology,34,18,16,92,1.1278911259005535,14.0,29.260059478899407,16.48225481883968
industrial design,36,21,15,193,0.7532032488177416,17.25,34.041922150007835,20.632705432426146
chemistry,26,5,21,59,1.282508592169734,-0.25,9.35879225170585,0.0
networking,21,21,0,205,1.1133987584964595,21.0,38.25362113895228,26.945510484922988
journalism,33,7,26,28,1.431889343544696,0.5,11.5628720973395,0.29157343045347117
meteorology,33,9,24,211,0.636828331552629,3.0,14.4372064042878,13.421444385463287
graphic design,33,8,25,77,0.8134315709989566,1.75,20.502058278334772,5.422865155202997
industrial design,19,0,19,200,1.461351897319861,-4.75,6.605312690191127,4.493547503928113
sociology,50,12,38,94,1.4845886068498493,2.5,9.078990515881712,3.2656851147176407
ecology,15,3,12,60,1.1043511809830364,0.0,18.071785623497945,0.0
statistics,15,15,0,114,0.547584319468927,15.0,30.473147354797657,17.28392319801433
theater,24,8,16,196,1.4049590084758026,4.0,19.070803558795895,10.699665758302853
human resources,13,5,8,199,0.8308607394202456,3.0,18.518708619885697,11.200710317353483
math,41,4,37,125,0.9956255836220241,-5.25,5.6569874087991465,0.0
nutrition,19,8,11,209,0.562264602011684,5.25,15.025722850420408,11.62915724485208
calculus,45,41,4,115,0.6266343905474404,40.0,59.24536604431765,42.78798608012843
trigonometry,49,11,38,222,0.7557052186086071,1.5,16.992797272351314,13.382733645548965
networking,36,4,32,62,1.471872162083685,-4.0,14.70932618817794,0.0
calculus,49,11,38,112,0.6452884785001471,1.5,16.227003317267343,7.010684629975811
game development,39,8,31,36,0.5311452124442997,0.25,18.713783821236174,0.5058322248956899
economics,38,24,14,52,0.8918712619762053,20.5,28.927347455874468,22.88385474177939
software engineering,30,30,0,16,0.9204921714091955,30.0,44.53203025189541,27.247749855590506
anatomy,33,25,8,157,1.2148696440510642,23.0,35.702305485632884,28.54669951766819
health science,36,28,8,48,0.5783602406505033,26.0,31.099731037992413,26.211418833371706
geography,37,8,29,30,1.0629341984699818,0.75,6.6960566693705506,0.8303129150136623
compiler design,22,13,9,233,0.6247310350585192,10.75,17.336429213210803,16.30876162587772
software engineering,18,9,9,220,0.5461823076079965,6.75,22.908249111196582,13.927616608238553
biochemistry,16,12,4,216,1.3884635707568789,11.0,25.586716583316424,21.152437996737792
philosophy,41,24,17,70,1.3863919736528574,19.75,31.37063947624854,20.31045788119567
machine learning,25,0,25,152,1.1928596514688594,-6.25,9.446605086943578,0.0
accounting,36,10,26,175,0.8257930292863122,3.5,11.250988902891605,14.803172723679236
meteorology,44,14,30,163,0.569791014595633,6.5,18.659964775996624,12.682977085340037
film studies,25,24,1,202,1.2068410626556068,23.75,39.438944400747964,33.163698376339205
entrepreneurship,48,26,22,41,0.7681720895233929,20.5,27.029362674741805,18.47279325494399
international relations,25,20,5,41,1.4611936901810743,18.75,37.72581340163089,17.610876129882918
music theory,21,18,3,173,1.3618138965954252,17.25,32.30972248531229,26.05822271763374
translation studies,39,28,11,136,1.379824159200557,25.25,32.71205793075768,28.548724133197897
classical mechanics,23,23,0,225,0.6341933773844488,23.0,35.8850157923492,36.26983586997747
trigonometry,45,20,25,58,0.5360057177573309,13.75,20.27957839221304,17.166209089226506
nanotechnology,19,7,12,26,0.7895756280265209,4.0,17.961093411738368,3.4763454146626
astronomy,35,32,3,132,1.4818361577771815,31.25,37.63821124220556,39.17939916066055
visual arts,13,10,3,29,0.7971534987482047,9.25,27.43276551737497,7.678047534162646
law,45,4,41,104,0.908408571202297,-6.25,1.0680056927691437,0.0
literature,49,33,16,82,1.316946326223367,29.0,43.59614949405463,29.237757304306832
earth science,27,25,2,86,1.4431192258709487,24.5,33.81817497776016,25.38029933207052
management,25,1,24,169,1.290002716981367,-5.0,14.054842291189406,0.18988055249333913
political science,18,2,16,236,0.8163052634587769,-2.0,13.618639595772255,9.52968834728713
industrial design,43,25,18,128,1.218467747824363,20.5,27.626840254288105,22.25119946065745
architecture,24,24,0,107,1.16313020238294,24.0,33.99891737749138,30.014066434355072
health science,50,43,7,80,0.7811154642882422,41.25,51.29470366007774,41.73092292124005
business administration,49,0,49,75,1.1503499188259758,-12.25,0.2589064665829195,0.0
environmental science,13,11,2,225,1.0488740188943178,10.5,24.617137819767414,23.732004634737628
dentistry,13,8,5,207,0.8194491828506062,6.75,17.72497187798434,15.828847253262532
veterinary science,12,0,12,90,0.8958389239196958,-3.0,11.200895738863787,0.0
organic chemistry,29,22,7,227,0.9558272676212469,20.25,36.58291098858433,28.65790599618728
math,12,3,9,120,0.6505486082316843,0.75,16.52606605095056,3.4921007371924055
journalism,18,18,0,137,0.8527516207220662,18.0,33.79176436106613,22.242701683868
business administration,25,23,2,25,0.803962693311053,22.5,28.0583822928201,22.006182956022876
music history,45,16,29,51,1.3819843733897235,8.75,17.17165998324463,9.737741913282969
algebra,11,2,9,237,1.1043928750788052,-0.25,9.442949247638367,13.099923852792257
business administration,46,30,16,159,1.0812986476404522,26.0,39.80492042121264,28.549909188474047
economics,45,24,21,205,1.1659399873047338,18.75,32.62617088809632,27.23145199223533
physics,43,28,15,63,0.587190618957136,24.25,33.329741706963205,25.164226688096875
medicine,22,16,6,70,0.8181873085685044,14.5,27.89961926785216,15.604187575393068
nursing,12,3,9,63,0.933315744506382,0.75,15.821327867603651,0.2798560986299874
math,49,35,14,39,0.7782599909590942,31.5,46.170677216523174,30.50321890889135
compiler design,23,20,3,205,1.3418024337452008,19.25,38.78172172482805,30.40071797707475
supply chain,34,3,31,214,0.5941109915285095,-4.75,13.837568141491694,5.283038398085402
classical mechanics,10,10,0,116,1.2923922535754082,10.0,22.98508191178899,12.571053040919267
cyber security,26,10,16,236,0.9752764230025637,6.0,15.81854608077289,10.785213276953378
thermodynamics,50,16,34,66,0.5457536332642033,7.5,15.192732979982049,9.916640337645616
psychology,10,9,1,101,1.0021719691109023,8.75,17.86748638841329,11.439908151871336
robotics,32,29,3,166,0.569082692418547,28.25,43.23397486364317,37.163968452694675
biochemistry,44,15,29,32,0.9119558342643267,7.75,16.268968309028608,9.448522123841524
literature,41,17,24,88,0.5263068188717333,11.0,27.422652873078363,13.676456886185399
architecture,33,31,2,97,0.6295110757942357,30.5,46.849765672284796,34.042254848796546
cyber security,16,8,8,142,0.9746456725898459,6.0,17.903109465716284,8.850863956603646
philosophy,40,36,4,129,0.6733118821262217,35.0,46.16632939714252,38.76309409320376
biochemistry,14,8,6,216,1.4157994362112403,6.5,15.66172456591027,18.583554529986014
anatomy,31,0,31,108,0.888294043724505,-7.75,8.599296742639254,0.0
psychology,24,3,21,153,0.5861072072838448,-2.25,4.787073267030179,8.700549200353413
communication,20,16,4,238,1.4276275544173254,15.0,26.62610980736751,21.033100090195113
evolution,29,26,3,18,1.2885906479600024,25.25,33.26600190471936,23.939507023988444
curriculum studies,18,14,4,215,0.9413894862089804,13.0,31.20061398727887,21.172862627497658
nursing,13,1,12,126,0.650340670602183,-2.0,12.038387647970243,2.68311336201423
operating systems,48,19,29,70,1.322625377245863,11.75,24.076373120202728,13.203102153820671
finance,47,14,33,133,1.4758055226322333,5.75,17.822175068424556,13.968458360309478
algebra,33,6,27,175,1.2475924530778673,-0.75,14.236981451491722,4.591105939417018
veterinary science,19,10,9,126,1.4538147674520217,7.75,18.036750604018913,14.499169640653138
materials science,23,9,14,25,1.3305890191806418,5.5,14.516785612284242,3.1730498402338068
communication,28,0,28,128,1.4618084612342153,-7.0,0.3953210596479799,0.0
theater,11,9,2,198,0.7221238893539405,8.5,17.610731234847783,17.58239728622589
finance,15,3,12,207,0.942725258775386,0.0,6.051699611463776,5.068458317828933
astrophysics,44,26,18,174,0.8852957171427682,21.5,38.37178215963097,26.27591511747535
evolution,28,8,20,163,0.632400027644775,3.0,13.126898847103636,5.377176448590608
quantum physics,37,23,14,178,1.3420919212568645,19.5,31.875352521830838,25.836193956870734
data science,43,33,10,97,1.3698001809482179,30.5,41.56537740963748,32.04409630825183
genetics,26,9,17,227,0.6350260193014692,4.75,24.624270155068295,8.484661129842399
business administration,46,19,27,167,1.0899647122278209,12.25,27.891641913548725,20.78181198467865
industrial design,49,40,9,132,1.4858930241066464,37.75,51.283463214531416,44.105505236676464
special education,11,7,4,154,1.2749798730606732,6.0,25.144465273224675,12.025275621475227
electromagnetism,24,12,12,146,1.2841687860196513,9.0,21.791042653349955,12.193195111980696
marketing,31,20,11,123,0.6228891322443751,17.25,32.80333597016407,24.204231662497516
public health,41,24,17,134,0.9885302273859875,19.75,37.033599201014205,26.638624931511544
dentistry,26,23,3,27,0.8345964505139499,22.25,29.12767524499853,22.40692772040182
health science,36,26,10,79,0.963778749281486,23.5,34.042164121425124,24.886534159440597
linguistics,25,20,5,137,1.198713464618736,18.75,31.90779848989446,22.663207897808775
music history,46,13,33,94,1.4655759153276664,4.75,17.19939101711283,6.226665418930857
accounting,34,16,18,43,1.0086307385893298,11.5,29.1004354248603,12.882844079118536
curriculum studies,42,21,21,66,0.7526520633876772,15.75,30.992060831185903,17.20532906244364
materials science,27,5,22,35,1.1063344083573088,-0.5,16.110929309499348,0.0
human resources,37,1,36,234,1.186400094485438,-8.0,8.585724872254147,3.5638314623526433
visual arts,50,23,27,131,0.5130191668373646,16.25,31.5844113387532,18.261345857760006
molecular biology,19,12,7,66,1.034861932951833,10.25,28.643014963416086,12.201697724099517
translation studies,26,7,19,172,0.5023756661673556,2.25,17.587386109697555,6.47080087896504
fashion design,34,19,15,224,1.309769207002504,15.25,25.391293265266995,24.384154094503828
organic chemistry,32,8,24,43,0.6020004619163941,2.0,11.290058736589797,3.061412070739733
medicine,16,16,0,149,0.5490263455183438,16.0,23.440849965471635,20.02052582932461
data science,32,7,25,138,0.540820185936194,0.75,16.903386318693514,8.238872632688524
linear algebra,44,24,20,18,0.6987268954137527,19.0,29.431146515419407,19.886874785461504
electromagnetism,29,16,13,227,0.5856557835171328,12.75,20.690043114605935,21.22233747791334
urban planning,36,25,11,39,1.2709836826078318,22.25,32.8953619228006,22.59172658295042
graphic design,11,11,0,10,1.1303340609648147,11.0,30.621415891303258,8.679240652913352
music theory,26,20,6,86,1.4256886556879116,18.5,34.59646466584185,20.767140053499844
pharmacology,14,9,5,45,0.8439495152988347,7.75,14.467717395007554,6.57628084340767
classical mechanics,25,19,6,160,1.005144194325005,17.5,27.880458990855125,22.410664424119688
cyber security,39,21,18,104,0.6893034369787714,16.5,35.69824160580895,20.0758667690875
nursing,27,10,17,15,0.722814888029512,5.75,18.7382703228288,6.166515401945695
compiler design,31,7,24,79,0.9682054288622469,1.0,11.565901735619125,2.2442412160776453
physics,11,7,4,101,0.6268790647975031,6.0,21.800501638975902,8.04386367987961
cyber security,16,8,8,18,0.8452163180158159,6.0,20.404898129873782,6.995158146066741
algebra,15,3,12,160,1.115918516601261,0.0,12.821338981003215,3.491895099921513
music history,14,6,8,232,1.0543096804632675,4.0,15.617785907923448,12.465027453047027
web development,22,20,2,157,0.8881678942265628,19.5,25.64157058459415,22.92920803044525
anatomy,20,3,17,33,1.377052705275888,-1.25,5.540368401060592,0.0
electromagnetism,27,16,11,39,1.3873138539627679,13.25,18.478407317769694,13.50180181638309
game development,45,39,6,76,0.6120732484200357,37.5,48.86760998306012,42.27968086193938
architecture,36,25,11,19,0.5005517826821194,22.25,32.644282189477195,23.23057087453464
biology,31,7,24,181,1.1962132759630495,1.0,18.703746112806378,9.019651039855491
translation studies,45,14,31,182,0.9592084553199108,6.25,16.46252652665751,17.261874685473146
classical mechanics,42,16,26,239,1.2315582777309553,9.5,22.22411500093059,14.645672040048147
marketing,21,15,6,14,0.9709942127325599,13.5,20.949081787479813,13.665952074526233
biochemistry,12,8,4,153,0.6330559113535305,7.0,21.308682859513826,14.723335860055032
nutrition,16,5,11,11,0.5990293489944128,2.25,13.857147693235,2.8036003549206905
education,14,13,1,177,1.109355710155175,12.75,24.577298079306445,18.52178642428985
analytical chemistry,41,10,31,27,1.4393431506437606,2.25,19.706421151807653,0.21826202989027133
molecular biology,16,10,6,153,0.5750485447206507,8.5,17.14660892023246,13.927990638056297
software engineering,28,19,9,152,0.5909296290560666,16.75,28.96665632892414,22.14460830713594
urban planning,10,7,3,71,1.1441636534880684,6.25,15.767010534610753,7.967139778364732
anatomy,38,3,35,136,1.1965494327041049,-5.75,10.812179908273492,0.0
statistics,18,5,13,199,1.1435185086916002,1.75,21.25774560871411,7.352150691421615
special education,48,39,9,75,1.316231688725809,36.75,46.11786468972858,38.83559006337037
management,18,11,7,173,1.465591566780859,9.25,14.683083834740696,17.30705043743397
inorganic chemistry,42,18,24,217,1.3330056061092685,12.0,21.103096850855987,23.38847683850347
quantum physics,38,29,9,111,0.9096443769646616,26.75,32.8590238491007,31.863560618047842
marketing,10,4,6,52,1.0533089455150364,2.5,15.448183775958228,2.075789382756567
economics,40,8,32,169,0.8887910834075498,0.0,18.35378020745823,5.39892450209814
theater,40,33,7,165,0.5737307043162426,31.25,44.78545329479297,38.709683141893414
communication,46,34,12,218,1.396366225919175,31.0,36.591963945125606,37.12147180288985
discrete math,27,9,18,237,1.318746945292045,4.5,16.319392907633727,10.277397912702872
classical mechanics,32,11,21,113,0.71178334975785,5.75,12.524883789041372,10.137753568235546
supply chain,22,7,15,78,1.1846225422699386,3.25,12.562570359243017,5.24590232827416
international relations,39,37,2,94,1.0511075757873747,36.5,46.32546208164698,39.62799578052386
quantum physics,35,0,35,61,1.3021817218855576,-8.75,0.07377297573657415,0.0
machine learning,41,9,32,164,1.4349105516264844,1.0,7.335507966676012,6.918510306076003
discrete math,23,7,16,117,1.1116984058277457,3.0,20.54319905129251,7.352351647431891
economics,33,7,26,232,0.9986641569084197,0.5,9.922773245236982,10.966265575361913
operating systems,43,3,40,199,1.0935384698433561,-7.0,5.022580656891016,0.45733478066786715
anatomy,34,0,34,12,1.141999731606723,-8.5,5.045887278257476,0.0
public health,18,9,9,150,0.558295173879262,6.75,11.878612142336777,13.959617232043755
classical mechanics,38,24,14,207,0.864609407366896,20.5,36.95189495686603,32.02937882594828
optics,15,13,2,93,0.9422311759375164,12.5,21.431157755151094,15.470687643966134
dentistry,28,4,24,200,0.8011009846569476,-2.0,12.911613283370817,10.48418536843731
geometry,23,1,22,240,1.2516727723107048,-4.5,12.780388880117929,7.648264157083996
astronomy,37,11,26,170,0.7667730739514547,4.5,21.068019050719855,9.411639047350926
web development,30,19,11,120,1.0206580764928048,16.25,25.832508874796485,21.653208490311457
veterinary science,11,8,3,37,0.873859276315378,7.25,12.324839543180545,7.538496752109985
math,16,14,2,93,0.9304464628284251,13.5,25.516830377131967,16.877710799610355
biology,30,12,18,208,0.7335333686607332,7.5,16.099646629222406,11.575660393161929
economics,15,15,0,141,0.6576037012061378,15.0,28.36618164365145,20.790171534812256
organic chemistry,15,14,1,14,0.6483060389047246,13.75,21.500399440667515,12.277822449194744
fashion design,44,38,6,96,0.5119140653508393,36.5,49.06269262011607,42.91221758802263
nanotechnology,43,32,11,162,0.9701414824291794,29.25,42.10151503847048,33.303454313699255
environmental science,22,21,1,210,0.9461733328864915,20.75,28.77322910401093,29.494530618513924
electromagnetism,50,42,8,79,1.2244687967390808,40.0,49.68224634856713,40.306455999156114
anatomy,19,4,15,179,1.3196225789546032,0.25,15.40061716180759,10.928298862824818
pedagogy,48,33,15,63,0.9165156606515995,29.25,41.448859117189365,31.315780923853275
physics,34,29,5,96,0.7231799958094565,27.75,38.74268431882963,31.20694635715713
genetics,27,15,12,162,1.4291011196700194,12.0,21.89080697477737,13.283161666761803
genetics,29,13,16,183,1.3835112058897052,9.0,25.58654520426355,17.788111042284886
nanotechnology,22,4,18,95,1.0289277504012566,-0.5,13.724571941284294,0.09678235135711466
cyber security,24,17,7,140,0.8881487692192739,15.25,27.007770651467045,18.2929196760549
computer science,40,36,4,154,1.4535988599482654,35.0,54.126191134407705,41.05955957430757
oceanography,38,13,25,113,0.5899771951109977,6.75,12.529624090633753,9.816985078072923
robotics,33,17,16,174,0.9213925837414805,13.0,28.11191950945954,24.122454499267327
materials science,31,5,26,216,1.2086236660476284,-1.5,10.657762867364546,3.332636751626648
algebra,30,10,20,83,0.9590271027841515,5.0,22.092478113624328,7.162359390227979
management,28,28,0,53,0.8964875288700479,28.0,33.16368772943856,27.28330343975639
organic chemistry,28,9,19,205,1.392281808560224,4.25,18.305267244535592,6.881795713427655
meteorology,49,18,31,137,1.3375925358931358,10.25,28.863907259899594,11.720386663629949
artificial intelligence,14,3,11,13,0.545743954880924,0.25,13.564539472093438,0.0
chemistry,47,20,27,161,0.7559154429497703,13.25,21.734143602937507,18.60032436003415
international relations,30,9,21,138,1.0406552981402084,3.75,16.367032692118528,10.492092969270145
supply chain,39,21,18,204,0.787858468295761,16.5,27.702756842429505,25.67396440624551
earth science,30,30,0,50,1.1870930990037065,30.0,35.44547684001934,30.9048563118045
human resources,30,9,21,88,1.2934825314298628,3.75,16.216031228959665,4.99586091771647
photography,11,2,9,74,1.4372364673609175,-0.25,11.866220663933404,1.9658366978074562
mobile development,18,12,6,49,0.9527698148798687,10.5,21.415332572051426,9.206309324774171
astrophysics,11,9,2,160,0.946269577265593,8.5,14.379758357176517,15.222754060973486
linear algebra,50,17,33,232,0.6828308963381995,8.75,23.45239141717455,19.95891633063751
meteorology,28,21,7,125,0.6124320971195109,19.25,35.0907880736696,26.123488271109025
discrete math,42,26,16,23,1.011529102276132,22.0,29.46133638885491,19.194618029336556
psychology,10,1,9,106,1.4331017300413413,-1.25,15.001356756581448,0.7793511560849757
translation studies,39,15,24,13,1.42023187641403,9.0,26.36302143062789,8.705851257018306
instructional design,25,20,5,139,0.661450841415625,18.75,37.38264510244947,24.46927203038245
nanotechnology,10,10,0,38,0.7950212205803538,10.0,26.803855910882298,11.846910259088373
biochemistry,46,23,23,130,1.0613390630821353,17.25,37.005767246929125,24.479199935604214
literature,10,10,0,175,0.7603104850803242,10.0,18.005911947295875,18.617559362276044
fashion design,11,9,2,215,1.445722756093735,8.5,14.006320126886912,16.47843988182192
business administration,40,37,3,176,1.3486125861631204,36.25,51.12965078062736,43.43153583453591
human resources,36,27,9,134,1.194372946809008,24.75,41.09513167412242,26.580470225309497
medicine,20,5,15,234,0.5121404606935339,1.25,10.148359330025857,15.115460292222545
cosmology,45,36,9,45,1.4583223295584697,33.75,44.73786284562829,30.58038020036328
geometry,16,5,11,82,1.0501362665380929,2.25,14.764273698281057,5.518196077373702
anatomy,20,20,0,194,0.8387308709722529,20.0,30.64529780626913,27.24396483279785
management,35,24,11,17,0.6116306701370388,21.25,40.273160387775675,22.576422056877107
management,29,21,8,217,1.242790295473069,19.0,36.67221272163249,24.77142253588439
translation studies,47,43,4,94,0.8446021042114649,42.0,61.71778619456732,45.478200581866844
chemistry,26,15,11,186,1.3846389952176124,12.25,19.768077188856388,15.680240175438396
music history,14,1,13,25,1.0600671268292288,-2.25,15.920356953300725,0.0
music theory,13,12,1,123,0.5408955094088381,11.75,29.582683102412034,18.96750129438855
quantum physics,40,3,37,14,0.6605543406451855,-6.25,10.123452406392865,0.0
materials science,43,28,15,186,0.9080818814626965,24.25,33.78992128628052,29.256377388132293
law,17,17,0,237,0.9347508519789118,17.0,30.0959567420431,27.23565889262237
international relations,49,38,11,117,1.3950818188512772,35.25,45.46576523312384,38.57290950808523
graphic design,21,16,5,226,0.579334789694578,14.75,34.505275721311975,28.347862518274997
operating systems,37,37,0,48,1.1920227302735853,37.0,54.20222056163615,37.80682862423385
quantum physics,40,20,20,89,0.8252154116466781,15.0,32.11432138761588,18.490204214250888
visual arts,49,13,36,39,1.1071408032300958,4.0,19.91442298258695,2.138170882427425
health science,31,29,2,142,1.2507423952023067,28.5,37.498664370479794,34.001157898048525
marketing,39,7,32,127,0.7244011585841624,-1.0,5.673171859285387,0.2140403056582143
statistics,12,8,4,125,1.1143146497251921,7.0,14.039446049238961,11.912639450895945
algebra,26,6,20,53,0.7192038986886294,1.0,10.884035022154258,3.486199129022804
evolution,40,13,27,67,1.1376493597606614,6.25,14.76729421722647,6.20574421665769
nanotechnology,24,15,9,134,1.3997741800542938,12.75,18.33760236830238,16.364286128362032
entrepreneurship,25,5,20,103,1.2848293981728955,0.0,6.4816262608684685,0.6536947929415762
political science,23,15,8,99,0.5273419644100216,13.0,30.179013294119166,14.14203394423049
communication,30,17,13,170,1.195568484044262,13.75,19.840308041091152,20.506835162191248
public health,34,9,25,204,1.4043339303113436,2.75,16.708724746505034,9.881146914614543
ecology,37,19,18,184,1.4379033593356159,14.5,23.24715639052198,18.2527891978487
nursing,34,6,28,34,1.4361662615204747,-1.0,15.376147975612923,0.0
economics,25,7,18,192,1.3820608970151782,2.5,19.857109816797507,9.38818352767755
analytical chemistry,47,28,19,135,0.7591099134575444,23.25,31.607012686836274,29.541352197072047
foreign languages,36,19,17,224,1.2479239377575087,14.75,30.223818097732547,20.74453949191792
law,33,29,4,118,1.0628543368327685,28.0,46.627935187482464,31.25045244189448
early childhood education,30,21,9,194,1.46757009989247,18.75,35.722885940053246,27.27810049191543
human resources,33,22,11,201,0.5686563945407798,19.25,27.411553151719602,26.196000350388186
electromagnetism,33,18,15,181,1.2235901016065978,14.25,30.004582772254484,25.942509980175846
molecular biology,50,38,12,115,0.7090773483324171,35.0,45.319400283257565,40.2581316567701
ecology,13,1,12,98,0.5483933050528067,-2.0,4.591413121939802,0.5072306984201513
game development,29,3,26,100,0.9917086776640064,-3.5,14.498463442154804,0.4060823749778677
ecology,42,16,26,86,1.1330530124452036,9.5,18.989582204655083,14.56180489215847
management,39,36,3,103,1.4082071638481675,35.25,53.25264962036657,37.53480582006551
curriculum studies,29,8,21,238,1.2892315287896716,2.75,22.66754890115211,10.507235144645037
architecture,37,24,13,59,1.4471030237454596,20.75,29.8085934457717,20.481752245149014
special education,41,27,14,189,0.5091555624353798,23.5,33.00794045498927,32.339102033286636
meteorology,24,24,0,114,1.1235818734389338,24.0,43.72369094966512,28.02172543037163
early childhood education,41,9,32,190,0.8016672781247245,1.0,11.797068161382066,13.206278304974813
early childhood education,34,2,32,89,1.014556809354847,-6.0,2.985072026925117,0.0
ecology,45,43,2,150,1.4877589984762163,42.5,52.95750993387628,48.08717899651329
early childhood education,46,12,34,232,1.156117767969235,3.5,16.720056905558465,8.653652939475503
management,29,18,11,236,1.4226469955309937,15.25,34.659749469693665,22.25771035311901
organic chemistry,16,16,0,184,0.5482558177682024,16.0,22.96181050895815,25.516826887917276
special education,12,1,11,162,1.4369116178187067,-1.75,13.655041576489985,3.693786197907416
law,23,12,11,169,1.0932528911713835,9.25,19.298576353701325,16.40105267773701
quantum physics,13,12,1,176,0.8656942715754379,11.75,29.629007860191592,16.273620008050433
marketing,26,3,23,20,0.6142671888611456,-2.75,4.572296539605324,0.0
math,11,1,10,45,1.029344732987376,-1.5,6.659554966414483,0.0
quantum physics,17,3,14,215,0.5333124917242015,-0.5,10.054072035790579,13.07341944824793
pharmacology,10,4,6,121,1.4292687403662554,2.5,9.103539515377923,7.673459797865744
theater,28,6,22,28,0.7032574259221377,0.5,18.866414534774968,0.0
astrophysics,43,39,4,33,1.1048824743854095,38.0,57.742550988638484,36.34796631962423
foreign languages,38,5,33,128,1.252077918795011,-3.25,4.411868400387988,3.414342984777044
genetics,43,5,38,194,0.8557619834283863,-4.5,4.31659523739339,4.325804901730395
physics,41,18,23,185,0.9895886457399548,12.25,28.80329873033211,22.77146156346854
networking,16,11,5,186,1.1667378083643052,9.75,25.390230195139367,16.059268154531768
